249	6377	17
3943	2473	19
1917	9341	30
12	3717	25
1648	9611	23
3787	6677	25
1026	7431	2
128	3146	6
2853	1273	5
106	987	13
102	3793	33
27203	4046	17
131	4930	3
645	205	6
35768	9583	24
14	5196	18
28376	6893	7
11323	6135	16
6660	4470	6
693	5279	10
4	1136	2
153	9816	20
1026	2273	2
143	6463	22
11306	2968	20
712	1552	5
4049	2393	3
104	365	13
12	7011	25
141	7737	24
6184	6513	7
12	8079	7
14032	1207	22
126	2679	6
17590	7270	14
107	2072	24
3684	7624	26
35953	553	8
101	7744	7
101	6542	5
133	5351	20
10041	8833	12
17412	1051	6
308	4701	3
15	5942	2
189	3130	13
7485	1785	15
132	6537	9
109	9527	10
1017	6935	18
571	7273	2
322	3628	6
19890	4372	23
101	354	30
868	5190	0
171	2486	1
103	449	7
406	4439	14
101	135	2
101	3176	5
105	3780	16
1333	2281	3
101	881	4
184	23	14
11517	3515	11
1179	9424	5
738	2065	8
24001	4434	13
165	925	12
12	1392	6
30851	7958	23
635	8777	30
104	3863	6
137	8741	13
12	9008	11
11681	3867	11
18193	4689	7
472	9816	14
105	2237	2
1855	4694	14
114	8818	26
1833	1204	5
246	7576	3
31813	768	24
2033	1300	16
9026	7528	7
227	8425	0
356	1405	18
1809	73	9
102	7893	20
523	6946	10
104	9534	26
4812	4490	15
34841	3370	10
269	1975	12
153	523	3
23396	2407	6
124	4033	11
125	3912	14
105	4311	15
120	9266	17
25169	7226	0
13640	9232	13
780	7532	7
101	5022	6
188	1206	37
1576	5878	7
103	3678	16
101	1500	12
2838	3209	11
105	1904	25
428	5780	8
1175	5804	14
137	2637	7
2648	2493	10
2959	6932	6
119	3868	1
12	8363	44
117	7619	34
101	4154	12
112	6765	5
324	3943	7
2319	6358	13
12	1771	33
103	8347	18
3171	5900	18
102	1726	13
117	9241	25
527	8355	5
340	2456	6
421	2146	16
14	505	10
103	9022	12
1449	4567	0
108	2279	10
33342	5806	18
105	2974	10
120	8728	27
4842	6864	25
436	5178	38
14	4078	32
107	6885	20
4512	5968	11
107	3394	2
30631	5397	33
103	7287	6
106	9261	4
106	904	21
120	8281	13
914	6336	26
105	1328	27
1405	8901	1
1329	4838	3
5777	733	4
27205	954	2
108	832	25
22678	3320	10
147	4179	21
29612	3176	10
2432	12	25
184	4223	14
14	8433	19
121	1448	12
1426	3883	11
248	6681	15
149	6525	28
1501	8491	15
8104	8954	8
1012	6006	7
148	2865	24
105	7934	28
101	4285	14
105	9272	2
14	731	22
117	8617	32
14	2554	19
115	9623	16
1021	8481	13
192	8234	30
3800	5009	12
102	951	15
4	654	18
112	6656	11
31343	6235	10
6008	3067	5
14	561	26
34190	3108	14
14	9329	23
1378	9434	1
21435	7999	7
1730	4547	16
115	4050	22
16	651	14
851	5983	10
225	5474	8
117	4600	16
2424	8218	2
15237	3767	8
30651	5614	8
443	4057	5
164	1719	26
2031	3520	19
20450	984	26
1843	457	4
203	3471	18
12	4668	8
12	2420	25
104	758	5
1579	5809	21
11581	8276	33
172	3407	1
327	3425	3
5251	4807	10
403	299	4
20701	7592	8
5410	9947	16
3771	5931	7
104	5747	15
123	1135	16
12	3268	32
4329	2174	4
12	9053	5
3566	1700	3
3873	5725	1
8766	4158	14
12	6270	7
444	405	4
9993	7398	33
2911	9894	18
106	5764	25
2677	9214	20
101	4083	13
3051	2576	9
774	9969	6
1625	6277	11
102	5528	11
263	6966	16
5769	9141	19
102	5245	23
115	6386	2
107	1901	3
104	3295	22
1317	1063	28
14	9491	9
268	1849	6
1038	8783	4
835	4967	11
26932	3764	5
104	916	27
18486	5790	6
103	8752	8
6813	1507	6
4063	6928	40
592	4048	4
10817	5816	12
14	2611	23
1009	7291	5
24107	196	25
14	1051	16
324	8034	9
496	9130	18
809	1683	1
124	7086	13
2991	3103	25
104	6683	10
105	5776	11
101	2399	17
6192	7185	4
9	3229	7
3273	719	1
101	6454	5
2253	5546	19
169	2010	23
104	5456	7
115	9944	2
104	5301	27
12	5142	2
14	7246	48
124	8132	5
311	1131	24
107	4878	4
107	2467	9
2198	6089	15
112	9646	24
105	6809	1
102	5861	33
109	7754	5
157	8003	17
107	9859	23
137	1997	11
1602	5864	12
1040	5038	17
126	5358	14
35737	9400	16
3333	9372	14
101	5787	5
163	6625	10
118	694	17
106	5441	28
177	1963	30
1642	174	6
103	2750	15
5121	1763	12
442	230	1
411	3741	5
3069	1582	6
191	5347	14
395	2947	18
6521	7917	5
121	2508	8
161	6441	6
101	542	15
6139	4503	12
105	3512	1
9105	4897	13
30432	1826	21
2891	7270	3
14	3775	18
8207	3945	22
103	7583	15
7281	7412	7
631	6135	22
101	7385	10
252	4055	21
103	7092	17
291	71	34
16893	2587	10
57	2093	0
29493	988	5
4235	9724	11
4492	1214	8
122	8170	4
19796	5463	21
109	1412	2
104	7605	19
35134	9695	5
29164	3763	18
542	3892	5
2807	747	32
220	1436	17
3043	9190	5
103	7738	17
143	7064	34
25673	8779	7
104	2130	7
4203	3064	14
1696	324	22
12	5049	15
1882	6855	7
2599	4195	10
252	1271	4
103	5978	2
121	5898	25
17639	3574	15
3267	762	1
117	8602	12
1062	9568	24
104	8537	7
20694	7613	7
104	1817	10
2573	310	28
104	1083	22
25603	7600	22
12	1176	15
36384	226	12
14	7015	43
3834	8977	3
3254	4100	14
121	5094	7
101	1367	15
120	4981	23
101	8946	30
15230	5179	32
105	6034	14
14	9942	12
8073	5388	2
33174	5881	5
104	8671	17
302	4186	1
104	4152	10
12	7284	20
5156	9557	34
12	8572	8
124	4200	17
2970	1120	22
371	2678	8
3349	1987	0
12	8345	20
8	2613	6
875	5487	21
168	9943	7
12	24	11
7621	5755	19
24122	8175	1
12	9816	6
14812	7343	9
282	841	14
10929	3572	8
7861	7519	23
337	9936	2
3731	220	0
35475	3081	12
376	8885	7
1812	5519	15
1099	9018	5
105	7429	32
3289	6545	17
284	9243	9
34432	4517	5
6326	4474	1
12305	8349	5
193	5988	16
319	1407	9
101	5119	9
2649	3702	1
16968	7410	14
8761	4658	16
12568	9485	24
15276	8175	35
101	6366	12
108	9924	5
8935	7095	1
358	4980	11
383	8204	20
103	4507	16
215	1337	6
2756	4484	18
32551	1175	19
141	8358	13
116	1053	2
101	5458	1
955	8022	21
14	5816	17
173	4064	6
103	5082	6
762	136	3
474	7661	21
132	7221	30
425	9542	12
12	3632	12
29572	6565	20
12	5277	1
28750	3383	21
4137	9343	32
366	6670	13
518	8309	1
117	858	5
296	1219	5
105	7839	19
1290	5325	11
3017	4492	6
19884	5214	2
248	8986	20
8433	3649	13
207	944	34
11071	8107	24
173	4291	11
944	1646	15
1537	5746	11
4158	1726	9
128	1147	8
192	8622	13
13	733	13
147	6902	3
189	4238	9
138	7810	10
14368	20	0
1877	9718	5
3564	8174	11
179	4247	4
12	8885	12
12	6259	18
699	3697	16
12	8125	16
195	9084	11
12	1269	1
12	7768	12
111	7657	0
172	3843	2
309	4749	4
1293	1358	16
11065	7480	32
124	2606	4
256	6464	9
104	5917	16
180	8048	3
16742	1708	0
1534	9063	15
199	7156	16
252	4027	15
5920	5630	11
193	8973	11
385	8836	26
9169	8985	6
108	6830	7
290	7573	10
681	1072	7
12	5076	1
1629	6119	8
338	4755	5
25374	8944	0
196	6108	8
936	7186	3
121	868	11
454	6799	8
112	9377	8
19023	7996	7
381	1987	4
30864	8102	6
720	594	15
8297	8506	5
9405	4604	1
2754	6869	3
1995	6610	0
7566	611	12
33387	668	12
1767	5177	13
161	7842	24
101	603	19
702	9501	19
27265	5451	8
108	9678	11
178	2224	9
106	8207	5
8098	1924	31
105	1849	4
1331	6918	21
152	4587	6
224	1860	5
845	3039	23
139	2542	10
174	4352	2
14041	7163	10
834	8675	13
309	9357	27
262	3915	32
1433	379	12
1730	8377	35
14076	1246	31
298	5642	13
191	2657	23
625	1399	11
2820	4824	10
1998	2201	23
604	6401	2
138	7561	16
319	5786	5
101	5279	15
5812	7594	13
7680	439	7
193	4577	10
944	5231	11
101	4055	30
12	9399	20
122	7309	4
23643	8409	16
4	1708	19
12269	1750	18
9	3207	45
117	5333	1
301	4561	9
152	6157	3
112	8577	12
5879	7219	27
691	2600	11
143	8833	19
113	4124	16
27393	4074	4
1359	1842	13
113	2900	1
214	8862	25
115	3733	15
2957	1362	18
115	6359	5
124	7462	2
110	5634	7
5087	4397	2
7094	336	19
101	1271	15
15199	2551	11
5438	2493	3
12	787	17
104	7891	7
101	5159	32
958	3189	18
2866	1823	14
104	2193	13
234	212	27
18205	7874	20
1144	4962	7
146	947	16
115	7513	5
157	6256	32
955	93	10
133	1840	15
363	1327	14
14	555	48
14	9614	33
143	9550	5
5673	8034	21
34483	9233	9
117	6778	4
2516	3612	9
104	5718	8
5653	6089	18
384	9678	0
12	7926	8
3501	4728	4
832	6799	1
57	3075	0
1522	8274	27
9052	1799	0
13016	8905	41
106	2884	7
218	350	6
129	7708	7
12132	5413	8
118	4537	17
2590	2047	19
178	9680	21
14	2705	18
7657	8619	12
120	6514	4
21667	2594	8
1660	872	19
102	5434	14
5256	1844	4
130	4477	22
113	3027	3
186	8777	0
57	9480	0
16	843	21
131	4062	21
14	2357	24
860	8348	35
10856	1530	19
9382	3564	0
235	6610	15
108	462	4
101	2783	8
115	9697	32
108	6028	14
9663	4885	0
303	2065	22
10554	7150	4
32023	7391	21
162	2656	0
12	219	1
12	1813	3
7015	8362	0
113	4209	30
114	644	33
102	914	8
622	2054	0
1762	5616	22
132	2250	37
438	6848	7
101	241	29
124	9676	4
107	8137	17
104	8786	29
11473	2276	2
1690	1605	33
12	7708	4
214	3539	9
3173	2463	16
105	3350	5
17802	7910	7
155	7337	28
328	4164	2
335	2392	3
142	5734	2
120	3357	2
171	9193	2
2930	5280	21
20515	4105	29
240	1601	6
2690	4011	10
297	8292	6
174	7081	21
405	2351	26
2777	947	17
31722	7757	8
107	6090	8
834	3311	11
429	7711	8
436	5863	12
776	7659	13
1991	3745	20
8637	118	0
1114	3521	7
6143	6414	12
20971	1799	9
9102	25	11
5283	5305	27
322	8217	13
419	8734	40
257	3426	15
101	7445	16
280	6730	27
111	8356	0
214	3824	1
665	6555	5
111	7241	0
21	703	7
104	7289	9
910	2788	4
14	704	40
110	334	9
191	9416	15
35388	4958	11
296	6946	22
1446	5806	1
14	9848	8
127	2889	27
26448	5811	3
606	5258	0
3137	5649	12
123	203	7
101	3972	41
8282	9816	12
33992	9910	7
14	5926	40
871	3923	6
151	9382	5
329	2700	29
11722	4790	13
25929	9166	0
3497	9643	23
581	4235	9
1385	1103	4
191	2926	7
530	8378	40
123	6305	10
14	9562	20
124	3719	6
637	5900	9
156	9291	6
4616	3539	19
111	7822	0
1477	4329	6
718	5945	31
101	3678	24
438	3879	19
35948	9614	15
3028	4118	0
12	5475	35
1368	2827	19
432	1471	19
4097	1033	10
15417	7705	20
5150	4794	12
27885	3707	3
105	4016	10
14	9305	5
2649	3091	4
545	6959	11
101	7541	11
107	8295	2
748	5605	2
25079	7717	0
1293	9472	4
7356	5381	28
31765	463	6
3171	5356	16
772	1816	21
518	7356	18
23490	9845	3
144	9911	1
115	8633	16
115	466	3
7	6330	29
9351	1492	2
12	4081	3
945	4	16
1144	4746	14
113	6512	2
5431	8713	2
105	1622	15
208	5359	14
3179	651	34
119	9584	1
227	8521	0
414	7070	18
14	2311	32
27074	23	8
840	9559	29
145	3196	13
944	8203	5
11824	8504	6
1726	1215	9
105	5040	15
13370	3810	6
170	9381	11
119	2641	11
14	7429	40
2902	8279	8
159	1512	15
103	1112	23
360	8019	8
106	7273	6
187	1282	0
1247	1519	13
12	8400	9
8267	8014	17
1397	5874	7
591	883	23
704	7931	8
1276	5257	10
11656	5377	12
1407	2436	17
26673	7625	6
166	4059	0
844	4665	21
8913	7641	10
136	7912	3
2684	3553	18
114	5949	23
184	3060	21
5790	8329	36
123	4390	0
101	3769	1
752	1520	9
1520	3797	2
143	8622	26
2559	9633	3
104	5496	21
539	3601	1
1248	9465	21
342	5809	25
16562	5661	2
106	973	9
108	1548	7
27783	6394	32
29532	6002	18
31767	6134	31
515	9269	29
35455	5362	10
103	2965	12
14	8059	19
103	1914	11
14	2361	25
260	655	18
1453	581	32
4810	9995	28
1250	9081	13
7599	3462	14
105	9716	24
3320	855	2
33824	6815	15
14	2515	21
135	8991	21
622	2058	1
14	9084	31
103	6137	19
57	942	0
126	2473	18
940	9501	17
313	1186	8
114	3231	10
2248	428	14
731	4493	5
14	7163	23
105	501	3
5103	808	25
344	8150	5
375	912	5
167	3638	0
267	9368	11
153	8134	8
1829	79	19
12	6622	7
3644	3060	14
5050	1133	7
2062	5294	11
349	7343	5
1906	9180	4
102	3285	4
3749	3557	1
256	576	17
1560	7136	36
146	1754	9
57	5263	0
57	8110	5
326	2702	27
178	3422	18
118	8831	7
14	6361	11
360	7197	14
101	9787	7
595	7007	8
101	414	22
110	1228	8
12	1013	28
12	9118	15
601	9731	27
109	3264	2
12	3839	7
429	4889	18
14	3290	23
223	5836	16
1069	8114	28
1845	4332	7
2039	2589	14
198	314	28
10193	3353	7
18284	5072	1
141	8589	14
325	7399	25
107	4588	3
11986	8456	18
236	9886	12
1458	8293	2
408	650	15
140	2311	20
32191	166	7
12404	5697	4
14	9269	31
119	7416	25
144	2003	2
7238	4569	24
35707	6626	12
102	3154	6
30994	5615	15
123	3112	1
3295	6214	3
101	3796	15
4097	2518	48
6621	5234	2
378	9368	10
943	2704	17
1271	883	27
470	2335	12
208	9920	5
9806	4644	10
14	6587	21
125	8482	28
904	3852	4
102	9274	12
377	991	11
28216	7918	17
107	3081	26
5242	1781	10
1561	5361	22
151	783	21
10186	8137	0
169	2130	16
150	6598	30
112	2319	11
103	1488	5
14	1916	16
689	3043	22
6001	4586	5
106	5824	17
118	7252	19
102	7357	4
6109	4203	21
130	1433	19
6202	9700	21
102	2037	21
25551	5076	15
104	9617	10
31726	6331	11
57	8156	0
102	1345	4
288	1705	13
3312	3763	31
113	261	4
3250	580	20
105	4812	14
108	8631	9
114	2049	17
900	8737	7
101	6820	2
103	7625	25
1886	8437	2
103	6663	27
850	783	9
11608	2794	12
12	9671	20
917	3089	0
146	7748	23
332	8199	27
128	9992	11
2514	885	12
1278	3863	8
12	830	34
118	39	7
133	3075	20
946	3743	22
28247	7334	5
86	6670	15
706	1495	1
12	6664	8
525	6931	8
144	2440	20
14	8026	33
3926	2091	21
7933	5542	4
526	63	31
116	9293	9
2549	3754	2
103	3943	13
2098	6810	3
14	292	31
31921	4562	28
11185	141	2
101	6243	2
1187	6833	0
57	8694	0
107	7762	9
298	6011	25
14	6601	16
101	1856	15
1345	8755	2
3858	4327	31
7682	6057	9
1293	6517	13
181	2639	11
258	5723	9
2609	96	10
12	5891	7
103	620	2
7597	9810	10
9108	2194	20
8268	4671	7
2700	6082	23
12	8070	8
467	8928	0
139	7324	2
104	9699	15
3986	9419	24
57	3443	0
525	9662	10
23088	1102	10
575	2240	8
12	5442	17
1280	1326	20
5177	1014	9
128	4071	3
29232	5740	18
28854	6251	8
252	879	16
202	4050	21
224	9369	2
109	3251	19
126	60	6
27558	9550	3
27013	7671	16
57	5976	27
12	7909	2
186	8702	0
4908	420	10
7150	6272	11
138	6641	6
101	2408	8
101	1415	15
501	2796	15
30382	2525	8
705	1502	9
